Date,Open,High,Low,Close,Volume,Change
2017-12-01,30550,30750,30250,30350,551467,-0.003284072249589487
2017-12-04,30500,30750,30350,30650,619752,0.009884678747940745
2017-12-05,30650,31250,30650,31150,1097993,0.01631321370309946
2017-12-06,31150,31300,30800,30900,698873,-0.008025682182985605
2017-12-07,31000,31300,30750,31050,870530,0.004854368932038833
2017-12-08,31050,31150,30100,30250,1207809,-0.025764895330112725
2017-12-11,30200,30750,30150,30750,416920,0.016528925619834656
2017-12-12,30650,30700,30250,30600,454737,-0.004878048780487809
2017-12-13,30550,31050,30450,30900,583609,0.009803921568627416
2017-12-14,31000,31100,30600,30600,1210431,-0.009708737864077666
2017-12-15,30800,31300,30700,31300,885738,0.02287581699346397
2017-12-18,31400,31500,30950,31200,566179,-0.0031948881789137795
2017-12-19,31100,31350,30700,30700,442921,-0.01602564102564108
2017-12-20,30650,31250,30500,31200,513371,0.016286644951140072
2017-12-21,31200,31250,30900,31100,437197,-0.0032051282051281937
2017-12-22,31150,31200,30900,31050,571414,-0.001607717041800627
2017-12-26,31050,31250,31050,31200,988630,0.004830917874396157
2017-12-27,30600,30600,30250,30450,693064,-0.024038461538461564
2017-12-28,30400,30450,30150,30250,482886,-0.006568144499178974
2018-01-02,30250,30300,29950,30050,395012,-0.006611570247933907
2018-01-03,29900,30000,29750,29750,641681,-0.009983361064891838
2018-01-04,29750,29900,29500,29500,812804,-0.008403361344537785
2018-01-05,29650,30050,29600,29900,329925,0.013559322033898313
2018-01-08,29900,30150,29700,29750,510458,-0.0050167224080267525
2018-01-09,29800,30550,29700,30400,1015251,0.02184873949579824
2018-01-10,30400,30500,30200,30200,675430,-0.006578947368421018
2018-01-11,30350,30400,30000,30000,622991,-0.0066225165562914245
2018-01-12,30050,30100,29800,29800,510125,-0.00666666666666671
2018-01-15,29800,29900,29550,29800,501742,0.0
2018-01-16,29800,29850,29600,29650,642000,-0.005033557046979831
2018-01-17,29600,29950,29600,29800,595830,0.005059021922428242
2018-01-18,29900,30200,29900,30000,1161757,0.006711409395973256
